victims_age;victims_gender;victims_race;date_of_incident;city;state;cause_of_death;official_disposition_of_death;armed_status;fleeing;symptoms;body_camera;race_of_officers
32;Male;White;06/07/2021;Paso Robles;CA;Gunshot;Pending investigation;Allegedly Armed;;No;no;
52;Male;White;06/07/2021;Carterville;IL;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
28;Male;Hispanic;05/07/2021;San Antonio;TX;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Unknown;;
36;Male;Unknown race;04/07/2021;Ravenna Township;OH;Gunshot;Pending investigation;Allegedly Armed;;No;no;
61;Male;Black;04/07/2021;Newton;NJ;Gunshot;Pending investigation;Unclear;;No;no;
32;Male;Hispanic;04/07/2021;Olivia;MN;Gunshot;Pending investigation;Unclear;;No;no;
49;Male;White;04/07/2021;Salemburg;NC;Gunshot;Pending investigation;Allegedly Armed;other;No;no;
30;Male;Black;04/07/2021;Tampa;FL;Gunshot;Pending investigation;Allegedly Armed;foot;No;yes;
37;Male;White;03/07/2021;Traphill;NC;Gunshot;Pending investigation;Unarmed/Did Not Have Actual Weapon;not fleeing;No;;
54;Female;White;01/07/2021;Kingsport;TN;Gunshot;Pending investigation;Allegedly Armed;;No;no;
45;Male;Black;01/07/2021;Spartanburg;SC;Gunshot;Pending investigation;Allegedly Armed;;No;;
23;Male;Hispanic;01/07/2021;Douglasville;GA;Gunshot;Pending investigation;Allegedly Armed;foot;No;;
29;Male;Black;30/06/2021;Atlanta ;GA;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
51;Male;White;30/06/2021;St. Matthews;SC;Gunshot;Pending investigation;Unclear;;No;no;
33;Male;White;30/06/2021;Florence;KY;Gunshot;Pending investigation;Allegedly Armed;;No;no;
58;Male;White;29/06/2021;Bayard;NE;Gunshot;Pending investigation;Unclear;;No;no;
32;Male;White;29/06/2021;Corpus Christi;TX;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
35;Male;Asian;28/06/2021;Weed;CA;Gunshot;Pending investigation;Allegedly Armed;car;No;no;
59;Male;Black;28/06/2021;Azusa ;CA;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
Unknown;Male;Unknown race;28/06/2021;Commerce City;CO;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Yes;no;
24;Male;Black;28/06/2021;Corpus Christi;TX;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
Unknown;Male;Unknown race;28/06/2021;Hemet;CA;Gunshot;Pending investigation;Unarmed/Did Not Have Actual Weapon;foot;No;;
26;Male;Hispanic;28/06/2021;Arleta;CA;Gunshot;Pending investigation;Allegedly Armed;car;No;;
29;Female;White;27/06/2021;Plainville;KS;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
39;Male;White;27/06/2021;Graham;TX;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Yes;no;
25;Male;Hispanic;27/06/2021;Roswell;NM;Gunshot;Pending investigation;Allegedly Armed;other;No;no;
37;Male;Unknown race;26/06/2021;Texarkana;AR;Gunshot;Pending investigation;Unclear;not fleeing;Drug or Alcohol Use;yes;
61;Male;Hispanic;26/06/2021;Abilene;TX;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Yes;;
28;Male;White;26/06/2021;Winthrop;MA;Gunshot;Pending investigation;Allegedly Armed;;No;;
34;Male;White;25/06/2021;Fife;WA;Gunshot;Pending investigation;Unclear;car;No;no;
75;Male;Unknown race;25/06/2021;Grand Junction;CO;Gunshot;Pending investigation;Allegedly Armed;;No;no;
60;Male;White;25/06/2021;Kansas City;KS;Gunshot;Pending investigation;Allegedly Armed;;No;no;
23;Male;White;25/06/2021;Fairbanks;AK;Gunshot;Pending investigation;Unarmed/Did Not Have Actual Weapon;not fleeing;No;no;
54;Male;White;25/06/2021;McDonald;TN;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Yes;yes;
24;Male;White;25/06/2021;Lander;WY;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Unknown;;
22;Male;Black;25/06/2021;College Station;TX;Gunshot;Pending investigation;Allegedly Armed;;No;;
54;Male;White;24/06/2021;Whiteville;NC;Gunshot;Pending investigation;Allegedly Armed;;No;no;
30;Male;Hispanic;24/06/2021;Bakersfield;CA;Gunshot;Pending investigation;Allegedly Armed;other;No;no;
29;Male;White;24/06/2021;Auburn;GA;Gunshot;Pending investigation;Allegedly Armed;car;No;no;
52;Male;White;24/06/2021;Monroe;GA;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
48;Male;White;24/06/2021;Washington;NC;Gunshot;Pending investigation;Allegedly Armed;;No;no;
45;Male;White;24/06/2021;Iron River;MI;Gunshot;Pending investigation;Unclear;;No;no;
40;Male;Hispanic;24/06/2021;Cumming;GA;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
40;Male;White;24/06/2021;Portland;OR;Gunshot;Pending investigation;Unclear;not fleeing;Yes;no;
74;Male;White;24/06/2021;Greenfield;MO;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Yes;no;
28;Male;Black;23/06/2021;Norwalk;CA;Gunshot;Pending investigation;Unclear;car;No;no;
40;Male;Black;23/06/2021;Greenville;SC;Gunshot;Pending investigation;Allegedly Armed;;No;no;
32;Male;White;23/06/2021;Santa Fe;NM;Gunshot;Pending investigation;Allegedly Armed;car;No;no;
39;Male;White;23/06/2021;Walnut;MS;Gunshot, Taser;Pending investigation;Allegedly Armed;foot;Yes;no;
29;Male;Hispanic;23/06/2021;Santa Fe;NM;Gunshot;Pending investigation;Allegedly Armed;foot;No;no;
Unknown;Male;Unknown race;23/06/2021;Fontana;CA;Gunshot;Pending investigation;Unclear;;No;;
22;Male;White;23/06/2021;Surprise;AZ;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
26;Male;White;22/06/2021;De Soto;MO;Gunshot;Pending investigation;Allegedly Armed;;No;no;
39;Male;Black;22/06/2021;Luray;VA;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Yes;no;
33;Male;Hispanic;22/06/2021;Murray;UT;Gunshot;Pending investigation;Allegedly Armed;;No;no;
27;Male;White;22/06/2021;Covington;GA;Gunshot;Pending investigation;Allegedly Armed;;No;no;
57;Male;White;22/06/2021;New Berlin;WI;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Yes;;
17;Male;White;21/06/2021;Lonoke;AR;Gunshot;Pending investigation;Unarmed/Did Not Have Actual Weapon;;No;no;
40;Male;White;21/06/2021;Arvada;CO;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
31;Male;White;21/06/2021;Hamilton;MI;Gunshot;Pending investigation;Unclear;not fleeing;No;;
25;Male;Hispanic;20/06/2021;Kansas City;KS;Gunshot;Pending investigation;Allegedly Armed;other;No;yes;
31;Male;White;20/06/2021;Robbinsville;NC;Gunshot;Pending investigation;Unarmed/Did Not Have Actual Weapon;;No;no;
20;Male;Black;19/06/2021;Salem;AL;Gunshot;Pending investigation;Allegedly Armed;;Yes;no;
28;Male;White;19/06/2021;Wichita;KS;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Yes;yes;
19;Female;Black;19/06/2021;Flint;MI;Gunshot;Pending investigation;Allegedly Armed;;No;no;
40;Male;Unknown race;18/06/2021;Encinitas;CA;Gunshot;Pending investigation;Allegedly Armed;;No;no;
31;Male;White;18/06/2021;Hilo;HI;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;yes;
43;Male;Black;18/06/2021;Lithia Springs;GA;Gunshot;Pending investigation;Allegedly armed;foot;No;;
35;Male;Unknown race;17/06/2021;Covington;KY;Gunshot;Justified by Commonwealth Attorney;Allegedly Armed;not fleeing;No;no;
29;Male;Black;17/06/2021;Holly Springs;GA;Gunshot;Pending investigation;Vehicle;not fleeing;No;no;
Unknown;Male;White;16/06/2021;Alford ;FL;Gunshot;Pending investigation;Unarmed/Did Not Have Actual Weapon;not fleeing;Yes;no;
44;Male;White;16/06/2021;Bessemer City;NC;Gunshot;Pending investigation;Unclear;foot;No;no;
35;Male;White;16/06/2021;Vesuvius;VA;Gunshot;Pending investigation;Allegedly Armed;other;No;no;
40;Male;White;16/06/2021;Harrison;AR;Gunshot;Pending investigation;Allegedly armed;not fleeing;No;no;
19;Male;Black;16/06/2021;Houston;TX;Taser;Pending investigation;Unclear;foot;Drug or Alcohol Use;yes;
Unknown;Male;Unknown race;16/06/2021;Leonia;NJ;Gunshot;Pending investigation;Unclear;;No;no;
34;Male;White;16/06/2021;Eureka;NV;Gunshot;Pending investigation;Allegedly armed;car;No;;
48;Male;White;15/06/2021;Westmoreland;TN;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Yes;no;
56;Male;White;15/06/2021;Wolcott;IN;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
28;Male;Black;15/06/2021;Jackson;MS;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Yes;no;
37;Male;Hispanic;15/06/2021;Perris;CA;Gunshot;Pending investigation;Allegedly armed;other;No;no;
52;Male;White;14/06/2021;Pittsfield;NH;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
54;Male;Unknown race;14/06/2021;Abbeville;SC;Gunshot;Pending investigation;Unclear;not fleeing;No;no;
65;Male;Hispanic;14/06/2021;Calexico;CA;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
40;Male;White;14/06/2021;Hermitage;TN;Taser;Pending investigation;Unarmed/Did Not Have Actual Weapon;not fleeing;Drug or Alcohol Use;;
43;Male;Hispanic;14/06/2021;Birmingham;AL;Gunshot;Pending investigation;Unarmed/Did Not Have Actual Weapon;;No;;
30;Male;Hispanic;13/06/2021;Denver;CO;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Drug or Alcohol Use;no;
34;Male;Pacific Islander;13/06/2021;Hilo;HI;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;yes;
20;Male;Hispanic;13/06/2021;Acworth;GA;Gunshot;Pending investigation;Allegedly Armed;foot;No;no;
25;Male;Hispanic;13/06/2021;Bakersfield;CA;Gunshot;Pending investigation;Allegedly armed;;No;;
31;Male;White;12/06/2021;Wallkill;NY;Gunshot;Pending investigation;Unclear;;No;yes;
44;Male;Unknown race;12/06/2021;Barstow;CA;Gunshot;Pending investigation;Allegedly armed;not fleeing;No;;
70;Male;White;11/06/2021;Watsontown;PA;Gunshot;Pending investigation;Allegedly Armed;;No;no;
39;Male;Black;10/06/2021;Salt Lake City;UT;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;yes;
53;Male;White;10/06/2021;Fulshear;TX;Gunshot;Pending investigation;Vehicle;car;No;no;
Unknown;Male;Unknown race;10/06/2021;;AL;Gunshot;Pending investigation;Allegedly Armed;;No;no;
21;Male;Black;10/06/2021;Willcox;AZ;Gunshot;Pending investigation;Allegedly armed;car;No;;
64;Male;White;10/06/2021;Jasper;AL;Gunshot;Pending investigation;Allegedly armed;;No;no;
36;Male;Black;09/06/2021;College Park;GA;Gunshot;Pending investigation;Allegedly Armed;other;No;no;
58;Male;Hispanic;09/06/2021;Yucca Valley;CA;Gunshot;Pending investigation;Vehicle;;No;;
32;Male;Black;09/06/2021;Forest Hill;TX;Gunshot;Pending investigation;Allegedly armed;foot;No;;
33;Male;White;08/06/2021;Columbus;GA;Gunshot;Pending investigation;Allegedly Armed;car;No;no;
38;Male;White;08/06/2021;Espanola;NM;Gunshot;Pending investigation;Vehicle;car;Unknown;no;
47;Male;White;07/06/2021;Bayonne;NJ;Gunshot;Pending investigation;Allegedly Armed;;Yes;no;
39;Male;Hispanic;07/06/2021;Round Rock;TX;Gunshot;Pending investigation;Allegedly Armed;;No;yes;
32;Male;White;07/06/2021;Jefferson City;MO;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
47;Male;Hispanic;07/06/2021;Scottsbluff;NE;Gunshot;Pending investigation;Unclear;;No;no;
44;Male;White;07/06/2021;Happy Valley;OR;Gunshot;Pending investigation;Unclear;other;No;no;
42;Female;White;07/06/2021;Garden City;MO;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Yes;;
Unknown;Male;Hispanic;06/06/2021;Tulsa;OK;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Unknown;;
29;Male;White;05/06/2021;Griffin;GA;Gunshot;Pending investigation;Allegedly Armed;car;No;no;
34;Male;Asian;05/06/2021;Green Forest;AR;Gunshot;Pending investigation;Allegedly Armed;;No;no;
28;Male;Black;05/06/2021;Okmulgee;OK;Gunshot;Pending investigation;Allegedly Armed;;No;no;
24;Male;Hispanic;05/06/2021;Needville;TX;Gunshot;Pending investigation;Allegedly Armed;;No;;
42;Male;White;04/06/2021;Hilham;TN;Gunshot;Pending investigation;Unclear;;No;no;
Unknown;Male;Unknown race;04/06/2021;Rochester;NY;Gunshot;Pending investigation;Allegedly Armed;;No;no;
Unknown;Male;Unknown race;04/06/2021;Whittier;CA;Gunshot;Pending investigation;Allegedly Armed;;No;no;
45;Male;White;04/06/2021;Tucson ;AZ;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
34;Male;Black;04/06/2021;Braintree;MA;Gunshot;Pending investigation;Allegedly Armed;foot;Unknown;;
31;Male;White;04/06/2021;Denver;CO;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Unknown;;
32;Male;Black;03/06/2021;Minneapolis;MN;Gunshot;Pending investigation;Allegedly Armed;;No;no;
39;Male;Black;03/06/2021;Phoenix;AZ;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;;
34;Male;White;02/06/2021;Hot Springs;AR;Gunshot, Taser;Pending investigation;Allegedly Armed;other;No;no;
24;Male;Hispanic;02/06/2021;Arvada;CO;Gunshot;Pending investigation;Allegedly Armed;car;No;no;
28;Male;White;02/06/2021;Cartwright;OK;Gunshot;Pending investigation;Unclear;not fleeing;Yes;no;
43;Male;Unknown race;01/06/2021;Sumrall;MS;Gunshot;Pending investigation;Unclear;;No;no;
48;Male;White;01/06/2021;Ray City;GA;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
37;Male;Unknown race;01/06/2021;Berwick ;LA;Gunshot;Pending investigation;Unarmed/Did Not Have Actual Weapon;foot;No;no;
Unknown;Male;Unknown race;01/06/2021;Independence;KY;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
49;Male;Hispanic;31/05/2021;Milwaukee;WI;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
49;Male;Hispanic;31/05/2021;Milwaukee;WI;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
71;Male;White;31/05/2021;Jemison;AL;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
33;Male;Unknown race;31/05/2021;Tucson ;AZ;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
29;Male;Black;31/05/2021;Yucca Valley;CA;Gunshot;Pending investigation;Allegedly Armed;car;No;;
31;Male;Black;31/05/2021;San Jose;CA;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
29;Male;Unknown race;31/05/2021;Quimby;LA;Gunshot;Pending investigation;Allegedly Armed;car;Yes;;
26;Male;Black;31/05/2021;Houston;TX;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;;
29;Male;Black;30/05/2021;Denver;CO;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
48;Male;White;30/05/2021;Antlers;OK;Gunshot;Pending investigation;Vehicle;car;No;no;
32;Male;White;30/05/2021;Louisville ;KY;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
Unknown;Male;Unknown race;29/05/2021;Placentia;CA;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;;
36;Male;White;28/05/2021;Cedar Hill;MO;Gunshot;Pending investigation;Allegedly armed;not fleeing;No;;
37;Male;Unknown race;28/05/2021;Jacksonville;FL;Gunshot;Pending investigation;Allegedly armed;not fleeing;No;;
80;Male;Hispanic;26/05/2021;San Tan Valley;AZ;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Unknown;no;
38;Male;White;26/05/2021;Columbia;MO;Gunshot;Pending investigation;Allegedly Armed;;No;no;
34;Male;Native American;26/05/2021;Holy Cross;AK;Gunshot;Pending investigation;Allegedly armed;not fleeing;No;;
34;Male;Black;25/05/2021;Lenexa;KS;Gunshot;Pending investigation;Unclear;;No;no;
25;Transgender;White;24/05/2021;Villa Park;IL;Gunshot;Pending investigation;Unarmed/Did Not Have Actual Weapon;not fleeing;Yes;no;
26;Male;Unknown race;24/05/2021;Washington;DC;Gunshot;Pending investigation;Allegedly Armed;foot;No;yes;
29;Male;White;24/05/2021;Nogales;AZ;Gunshot;Pending investigation;Unclear;car;No;no;
55;Male;White;23/05/2021;Williams Township;PA;Gunshot, Taser;Pending investigation;Unarmed/Did Not Have Actual Weapon;not fleeing;No;no;
27;Male;White;23/05/2021;Red Bud;IL;Gunshot;Pending investigation;Allegedly Armed;car;No;no;
21;Male;Unknown race;23/05/2021;College Station;TX;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Unknown;no;
Unknown;Male;Unknown race;23/05/2021;;CA;Gunshot;Pending investigation;Allegedly Armed;car;No;no;
38;Male;Black;23/05/2021;Athens;GA;Gunshot;Pending investigation;Allegedly Armed;;No;no;
34;Male;Unknown race;23/05/2021;Parkersburg;WV;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
63;Male;Unknown race;22/05/2021;Beaver Township;MI;Gunshot;Pending investigation;Unclear;not fleeing;No;no;
31;Male;Unknown race;22/05/2021;Troy;IL;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Yes;;
31;Male;Unknown race;22/05/2021;Adel;GA;Gunshot;Pending investigation;Allegedly Armed;foot;No;no;
50;Male;White;22/05/2021;Linwood;NC;Gunshot;Pending investigation;Allegedly Armed;;No;no;
23;Male;Black;21/05/2021;Albany;GA;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
Unknown;Male;Unknown race;21/05/2021;Houston;TX;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
Unknown;Male;Unknown race;21/05/2021;Norwood;LA;Gunshot;Pending investigation;Allegedly Armed;;No;no;
44;Male;White;20/05/2021;Manorville;NY;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
31;Male;Black;20/05/2021;Pittsburg;CA;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;yes;
31;Male;White;20/05/2021;Bristol;VA;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
24;Male;Black;19/05/2021;Champaign;IL;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
52;Male;Hispanic;19/05/2021;Denver;CO;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
19;Male;Unknown race;19/05/2021;Mulliken;MI;Gunshot;Pending investigation;Vehicle;car;No;no;
32;Male;White;18/05/2021;Wimer;OR;Gunshot;Pending investigation;Unclear;car;No;no;
32;Male;Black;18/05/2021;Montgomery;AL;Gunshot;Pending investigation;Unclear;;No;no;
21;Male;Black;18/05/2021;Decatur;GA;Gunshot;Pending investigation;Unclear;;No;no;
16;Male;White;18/05/2021;Modesto ;CA;Gunshot;Pending investigation;Unclear;car;No;yes;
32;Male;White;18/05/2021;Hayden;AL;Gunshot;Pending investigation;Allegedly Armed;car, foot;No;;
22;Male;Unknown race;18/05/2021;Englewood;CO;Gunshot;Pending investigation;Vehicle;car;No;yes;
32;Male;White;17/05/2021;Peoria;AZ;Gunshot;Pending investigation;Unclear;;No;yes;
35;Male;Unknown race;17/05/2021;Dickinson ;ND;Gunshot;Pending investigation;Allegedly Armed;;No;no;
Unknown;Male;Unknown race;17/05/2021;Monterey Park;CA;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Unknown;;
28;Male;Black;17/05/2021;Waldorf;MD;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Yes;;
34;Male;White;16/05/2021;Omaha;NE;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Yes;no;
49;Male;Black;16/05/2021;Baltimore;MD;Gunshot;Pending investigation;Allegedly Armed;;No;yes;
17;Male;White;16/05/2021;Grandview;MO;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Yes;;
39;Male;White;15/05/2021;Birmingham;AL;Gunshot;Pending investigation;Allegedly Armed;;No;no;White, White
22;Male;Unknown race;14/05/2021;Denver;CO;Gunshot;Pending investigation;Allegedly Armed;car;No;no;
Unknown;Male;Unknown race;14/05/2021;Central Pennington;SD;Gunshot;Pending investigation;Allegedly Armed;;No;no;
28;Male;White;14/05/2021;Rochester;NY;Gunshot;Pending investigation;Allegedly Armed;car;No;no;
33;Male;White;14/05/2021;Fremont;NE;Gunshot;Pending investigation;Allegedly Armed;;Yes;no;
48;Male;White;14/05/2021;Grottoes;VA;Gunshot;Pending investigation;Allegedly Armed;foot;No;;
48;Male;Black;14/05/2021;Indianapolis ;IN;Gunshot;Pending investigation;Allegedly Armed;not fleeing;Yes;;
26;Male;Hispanic;14/05/2021;Campo;CA;Gunshot;Pending investigation;Unclear;car;No;;
19;Male;Hispanic;13/05/2021;Alvarado;TX;Gunshot;Pending investigation;Allegedly Armed;car;No;;
44;Male;Hispanic;12/05/2021;Bakersfield;CA;Taser;Pending investigation;Unclear;;No;;
30;Male;Black;11/05/2021;Stockton;CA;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
27;Male;Hispanic;11/05/2021;Boynton Beach;FL;Gunshot;Pending investigation;Allegedly Armed;;No;no;
37;Male;White;10/05/2021;San Luis Obispo;CA;Gunshot;Pending investigation;Unclear;;No;;
29;Male;Black;09/05/2021;Lancaster;TX;Gunshot;Pending investigation;Allegedly Armed;;No;no;
24;Male;White;09/05/2021;Leicester;MA;Gunshot;Pending investigation;Allegedly Armed;not fleeing;No;no;
